growth_rate	epi_size	cell_definitions/cell_definition/phenotype/secretion/substrate/secretion_rate_epi_inter___div_inhib	microenvironment_setup/variable/physical_parameter_set/diffusion_coefficient___div_inhib	microenvironment_setup/variable/physical_parameter_set/decay_rate___div_inhib	cell_definitions/cell_definition/phenotype/death/model/death_rate_epi_inter___	[_'_c_e_l_l___r_u_l_e_'_,_ _'_1_'_,_ _'_5_'_]	[_'_c_e_l_l___r_u_l_e_'_,_ _'_2_'_,_ _'_5_'_]
6.205602e-03	1.638253e+02	7.603839e+02	1.069199e+03	9.159014e+01	3.122843e-04	3.108719e+00	5.623464e-01
1.006805e-01	1.684545e+02	7.603839e+02	1.069199e+03	9.159014e+01	7.820821e-05	3.220347e+00	5.623464e-01
1.006805e-01	1.684545e+02	7.603839e+02	1.069199e+03	9.159014e+01	7.820821e-05	3.108719e+00	2.641732e-01
1.006805e-01	1.684545e+02	7.603839e+02	1.069199e+03	9.159014e+01	7.820821e-05	3.108719e+00	5.623464e-01
9.134859e-03	1.639688e+02	2.064177e+01	9.803173e+02	8.707039e+00	5.031545e-04	1.574610e+00	2.318562e+00
9.134859e-03	1.639688e+02	2.471185e+02	9.803173e+02	8.707039e+00	5.031545e-04	1.574610e+00	2.318562e+00
9.134859e-03	1.639688e+02	2.064177e+01	8.279099e+02	8.707039e+00	5.031545e-04	1.574610e+00	2.318562e+00
9.134859e-03	1.639688e+02	2.064177e+01	9.803173e+02	4.948816e+01	5.031545e-04	1.574610e+00	2.318562e+00
9.134859e-03	1.639688e+02	2.064177e+01	9.803173e+02	8.707039e+00	6.380710e-04	1.574610e+00	2.318562e+00
9.134859e-03	1.639688e+02	2.064177e+01	9.803173e+02	8.707039e+00	5.031545e-04	1.462964e+00	2.318562e+00
9.134859e-03	1.639688e+02	2.064177e+01	9.803173e+02	8.707039e+00	5.031545e-04	1.574610e+00	3.931729e+00
9.134859e-03	1.639688e+02	2.064177e+01	8.279099e+02	4.948816e+01	6.380710e-04	1.462964e+00	3.931729e+00
9.134859e-03	1.639688e+02	2.471185e+02	9.803173e+02	4.948816e+01	6.380710e-04	1.462964e+00	3.931729e+00
9.134859e-03	1.639688e+02	2.471185e+02	8.279099e+02	8.707039e+00	6.380710e-04	1.462964e+00	3.931729e+00
9.134859e-03	1.639688e+02	2.471185e+02	8.279099e+02	4.948816e+01	5.031545e-04	1.462964e+00	3.931729e+00
9.134859e-03	1.639688e+02	2.471185e+02	8.279099e+02	4.948816e+01	6.380710e-04	1.574610e+00	3.931729e+00
9.134859e-03	1.639688e+02	2.471185e+02	8.279099e+02	4.948816e+01	6.380710e-04	1.462964e+00	2.318562e+00
9.134859e-03	1.639688e+02	2.471185e+02	8.279099e+02	4.948816e+01	6.380710e-04	1.462964e+00	3.931729e+00
5.780942e-02	1.663539e+02	3.391546e+02	1.324981e+03	9.354869e+01	1.564919e-04	8.699868e-01	3.846383e+00
5.780942e-02	1.663539e+02	5.303403e+02	1.324981e+03	9.354869e+01	1.564919e-04	8.699868e-01	3.846383e+00
5.780942e-02	1.663539e+02	3.391546e+02	5.494842e+02	9.354869e+01	1.564919e-04	8.699868e-01	3.846383e+00
5.780942e-02	1.663539e+02	3.391546e+02	1.324981e+03	1.223215e+01	1.564919e-04	8.699868e-01	3.846383e+00
9.134859e-03	1.639688e+02	3.391546e+02	1.324981e+03	9.354869e+01	9.788188e-04	8.699868e-01	3.846383e+00
5.780942e-02	1.663539e+02	3.391546e+02	1.324981e+03	9.354869e+01	1.564919e-04	2.735131e-01	3.846383e+00
5.780942e-02	1.663539e+02	3.391546e+02	1.324981e+03	9.354869e+01	1.564919e-04	8.699868e-01	2.799379e+00
9.134859e-03	1.639688e+02	3.391546e+02	5.494842e+02	1.223215e+01	9.788188e-04	2.735131e-01	2.799379e+00
9.134859e-03	1.639688e+02	5.303403e+02	1.324981e+03	1.223215e+01	9.788188e-04	2.735131e-01	2.799379e+00
9.134859e-03	1.639688e+02	5.303403e+02	5.494842e+02	9.354869e+01	9.788188e-04	2.735131e-01	2.799379e+00
5.780942e-02	1.663539e+02	5.303403e+02	5.494842e+02	1.223215e+01	1.564919e-04	2.735131e-01	2.799379e+00
9.134859e-03	1.639688e+02	5.303403e+02	5.494842e+02	1.223215e+01	9.788188e-04	8.699868e-01	2.799379e+00
9.134859e-03	1.639688e+02	5.303403e+02	5.494842e+02	1.223215e+01	9.788188e-04	2.735131e-01	3.846383e+00
9.134859e-03	1.639688e+02	5.303403e+02	5.494842e+02	1.223215e+01	9.788188e-04	2.735131e-01	2.799379e+00
9.134859e-03	1.639688e+02	8.060446e+02	6.043530e+02	3.987711e+01	9.090628e-04	2.483643e+00	1.793882e+00
9.134859e-03	1.639688e+02	4.777657e+02	6.043530e+02	3.987711e+01	9.090628e-04	2.483643e+00	1.793882e+00
9.134859e-03	1.639688e+02	8.060446e+02	1.308290e+03	3.987711e+01	9.090628e-04	2.483643e+00	1.793882e+00
9.134859e-03	1.639688e+02	8.060446e+02	6.043530e+02	5.465154e+01	9.090628e-04	2.483643e+00	1.793882e+00
6.205602e-03	1.638253e+02	8.060446e+02	6.043530e+02	3.987711e+01	2.901756e-04	2.483643e+00	1.793882e+00
9.134859e-03	1.639688e+02	8.060446e+02	6.043530e+02	3.987711e+01	9.090628e-04	2.176542e+00	1.793882e+00
9.134859e-03	1.639688e+02	8.060446e+02	6.043530e+02	3.987711e+01	9.090628e-04	2.483643e+00	1.663650e+00
6.205602e-03	1.638253e+02	8.060446e+02	1.308290e+03	5.465154e+01	2.901756e-04	2.176542e+00	1.663650e+00
6.205602e-03	1.638253e+02	4.777657e+02	6.043530e+02	5.465154e+01	2.901756e-04	2.176542e+00	1.663650e+00
6.205602e-03	1.638253e+02	4.777657e+02	1.308290e+03	3.987711e+01	2.901756e-04	2.176542e+00	1.663650e+00
9.134859e-03	1.639688e+02	4.777657e+02	1.308290e+03	5.465154e+01	9.090628e-04	2.176542e+00	1.663650e+00
6.205602e-03	1.638253e+02	4.777657e+02	1.308290e+03	5.465154e+01	2.901756e-04	2.483643e+00	1.663650e+00
6.205602e-03	1.638253e+02	4.777657e+02	1.308290e+03	5.465154e+01	2.901756e-04	2.176542e+00	1.793882e+00
6.205602e-03	1.638253e+02	4.777657e+02	1.308290e+03	5.465154e+01	2.901756e-04	2.176542e+00	1.663650e+00
1.152046e-02	1.640857e+02	7.591290e+02	1.345371e+03	6.733730e+01	4.436105e-04	1.455805e+00	2.438345e+00
1.152046e-02	1.640857e+02	1.858935e+02	1.345371e+03	6.733730e+01	4.436105e-04	1.455805e+00	2.438345e+00
1.152046e-02	1.640857e+02	7.591290e+02	5.303594e+02	6.733730e+01	4.436105e-04	1.455805e+00	2.438345e+00
1.152046e-02	1.640857e+02	7.591290e+02	1.345371e+03	7.391818e+01	4.436105e-04	1.455805e+00	2.438345e+00
9.134859e-03	1.639688e+02	7.591290e+02	1.345371e+03	6.733730e+01	8.964735e-04	1.455805e+00	2.438345e+00
1.152046e-02	1.640857e+02	7.591290e+02	1.345371e+03	6.733730e+01	4.436105e-04	2.050512e+00	2.438345e+00
1.152046e-02	1.640857e+02	7.591290e+02	1.345371e+03	6.733730e+01	4.436105e-04	1.455805e+00	9.814746e-01
9.134859e-03	1.639688e+02	7.591290e+02	5.303594e+02	7.391818e+01	8.964735e-04	2.050512e+00	9.814746e-01
9.134859e-03	1.639688e+02	1.858935e+02	1.345371e+03	7.391818e+01	8.964735e-04	2.050512e+00	9.814746e-01
9.134859e-03	1.639688e+02	1.858935e+02	5.303594e+02	6.733730e+01	8.964735e-04	2.050512e+00	9.814746e-01
1.152046e-02	1.640857e+02	1.858935e+02	5.303594e+02	7.391818e+01	4.436105e-04	2.050512e+00	9.814746e-01
9.134859e-03	1.639688e+02	1.858935e+02	5.303594e+02	7.391818e+01	8.964735e-04	1.455805e+00	9.814746e-01
9.134859e-03	1.639688e+02	1.858935e+02	5.303594e+02	7.391818e+01	8.964735e-04	2.050512e+00	2.438345e+00
9.134859e-03	1.639688e+02	1.858935e+02	5.303594e+02	7.391818e+01	8.964735e-04	2.050512e+00	9.814746e-01
9.134859e-03	1.639688e+02	3.548513e+02	5.700252e+02	1.456398e+01	7.424615e-04	3.834131e+00	5.027375e-01
9.134859e-03	1.639688e+02	8.240329e+02	5.700252e+02	1.456398e+01	7.424615e-04	3.834131e+00	5.027375e-01
9.134859e-03	1.639688e+02	3.548513e+02	1.271535e+03	1.456398e+01	7.424615e-04	3.834131e+00	5.027375e-01
9.134859e-03	1.639688e+02	3.548513e+02	5.700252e+02	1.638748e+01	7.424615e-04	3.834131e+00	5.027375e-01
6.205602e-03	1.638253e+02	3.548513e+02	5.700252e+02	1.456398e+01	3.363637e-04	3.834131e+00	5.027375e-01
9.134859e-03	1.639688e+02	3.548513e+02	5.700252e+02	1.456398e+01	7.424615e-04	3.997795e-01	5.027375e-01
9.134859e-03	1.639688e+02	3.548513e+02	5.700252e+02	1.456398e+01	7.424615e-04	3.834131e+00	3.606119e+00
6.205602e-03	1.638253e+02	3.548513e+02	1.271535e+03	1.638748e+01	3.363637e-04	3.997795e-01	3.606119e+00
6.205602e-03	1.638253e+02	8.240329e+02	5.700252e+02	1.638748e+01	3.363637e-04	3.997795e-01	3.606119e+00
6.205602e-03	1.638253e+02	8.240329e+02	1.271535e+03	1.456398e+01	3.363637e-04	3.997795e-01	3.606119e+00
9.134859e-03	1.639688e+02	8.240329e+02	1.271535e+03	1.638748e+01	7.424615e-04	3.997795e-01	3.606119e+00
6.205602e-03	1.638253e+02	8.240329e+02	1.271535e+03	1.638748e+01	3.363637e-04	3.834131e+00	3.606119e+00
6.205602e-03	1.638253e+02	8.240329e+02	1.271535e+03	1.638748e+01	3.363637e-04	3.997795e-01	5.027375e-01
6.205602e-03	1.638253e+02	8.240329e+02	1.271535e+03	1.638748e+01	3.363637e-04	3.997795e-01	3.606119e+00
1.006805e-01	1.684545e+02	3.616338e+01	1.219403e+03	8.612907e+01	1.003831e-04	2.598484e+00	1.968451e+00
1.006805e-01	1.684545e+02	4.160519e+02	1.219403e+03	8.612907e+01	1.003831e-04	2.598484e+00	1.968451e+00
1.006805e-01	1.684545e+02	3.616338e+01	1.104863e+03	8.612907e+01	1.003831e-04	2.598484e+00	1.968451e+00
1.006805e-01	1.684545e+02	3.616338e+01	1.219403e+03	2.833800e+01	1.003831e-04	2.598484e+00	1.968451e+00
1.006805e-01	1.684545e+02	3.616338e+01	1.219403e+03	8.612907e+01	4.836163e-05	2.598484e+00	1.968451e+00
1.006805e-01	1.684545e+02	3.616338e+01	1.219403e+03	8.612907e+01	1.003831e-04	1.332071e+00	1.968451e+00
1.006805e-01	1.684545e+02	3.616338e+01	1.219403e+03	8.612907e+01	1.003831e-04	2.598484e+00	2.750409e+00
1.006805e-01	1.684545e+02	3.616338e+01	1.104863e+03	2.833800e+01	4.836163e-05	1.332071e+00	2.750409e+00
1.006805e-01	1.684545e+02	4.160519e+02	1.219403e+03	2.833800e+01	4.836163e-05	1.332071e+00	2.750409e+00
1.006805e-01	1.684545e+02	4.160519e+02	1.104863e+03	8.612907e+01	4.836163e-05	1.332071e+00	2.750409e+00
1.006805e-01	1.684545e+02	4.160519e+02	1.104863e+03	2.833800e+01	1.003831e-04	1.332071e+00	2.750409e+00
1.006805e-01	1.684545e+02	4.160519e+02	1.104863e+03	2.833800e+01	4.836163e-05	2.598484e+00	2.750409e+00
1.006805e-01	1.684545e+02	4.160519e+02	1.104863e+03	2.833800e+01	4.836163e-05	1.332071e+00	1.968451e+00
1.006805e-01	1.684545e+02	4.160519e+02	1.104863e+03	2.833800e+01	4.836163e-05	1.332071e+00	2.750409e+00
9.134859e-03	1.639688e+02	5.703998e+02	9.440590e+02	3.324084e+01	8.365487e-04	2.523681e-01	3.905946e+00
9.134859e-03	1.639688e+02	5.935024e+02	9.440590e+02	3.324084e+01	8.365487e-04	2.523681e-01	3.905946e+00
9.134859e-03	1.639688e+02	5.703998e+02	8.461720e+02	3.324084e+01	8.365487e-04	2.523681e-01	3.905946e+00
9.134859e-03	1.639688e+02	5.703998e+02	9.440590e+02	8.618574e+01	8.365487e-04	2.523681e-01	3.905946e+00
9.134859e-03	1.639688e+02	5.703998e+02	9.440590e+02	3.324084e+01	7.372456e-04	2.523681e-01	3.905946e+00
9.134859e-03	1.639688e+02	5.703998e+02	9.440590e+02	3.324084e+01	8.365487e-04	3.239864e+00	3.905946e+00
9.134859e-03	1.639688e+02	5.703998e+02	9.440590e+02	3.324084e+01	8.365487e-04	2.523681e-01	1.868476e+00
9.134859e-03	1.639688e+02	5.703998e+02	8.461720e+02	8.618574e+01	7.372456e-04	3.239864e+00	1.868476e+00
9.134859e-03	1.639688e+02	5.935024e+02	9.440590e+02	8.618574e+01	7.372456e-04	3.239864e+00	1.868476e+00
9.134859e-03	1.639688e+02	5.935024e+02	8.461720e+02	3.324084e+01	7.372456e-04	3.239864e+00	1.868476e+00
9.134859e-03	1.639688e+02	5.935024e+02	8.461720e+02	8.618574e+01	8.365487e-04	3.239864e+00	1.868476e+00
9.134859e-03	1.639688e+02	5.935024e+02	8.461720e+02	8.618574e+01	7.372456e-04	2.523681e-01	1.868476e+00
9.134859e-03	1.639688e+02	5.935024e+02	8.461720e+02	8.618574e+01	7.372456e-04	3.239864e+00	3.905946e+00
9.134859e-03	1.639688e+02	5.935024e+02	8.461720e+02	8.618574e+01	7.372456e-04	3.239864e+00	1.868476e+00
9.134859e-03	1.639688e+02	6.272415e+02	1.086406e+03	9.959474e+00	9.845207e-04	7.189952e-01	2.532359e+00
9.134859e-03	1.639688e+02	3.482043e+02	1.086406e+03	9.959474e+00	9.845207e-04	7.189952e-01	2.532359e+00
9.134859e-03	1.639688e+02	6.272415e+02	1.234025e+03	9.959474e+00	9.845207e-04	7.189952e-01	2.532359e+00
9.134859e-03	1.639688e+02	6.272415e+02	1.086406e+03	4.388140e+01	9.845207e-04	7.189952e-01	2.532359e+00
6.205602e-03	1.638253e+02	6.272415e+02	1.086406e+03	9.959474e+00	4.097897e-04	7.189952e-01	2.532359e+00
9.134859e-03	1.639688e+02	6.272415e+02	1.086406e+03	9.959474e+00	9.845207e-04	1.583557e+00	2.532359e+00
9.134859e-03	1.639688e+02	6.272415e+02	1.086406e+03	9.959474e+00	9.845207e-04	7.189952e-01	1.211807e+00
6.205602e-03	1.638253e+02	6.272415e+02	1.234025e+03	4.388140e+01	4.097897e-04	1.583557e+00	1.211807e+00
6.205602e-03	1.638253e+02	3.482043e+02	1.086406e+03	4.388140e+01	4.097897e-04	1.583557e+00	1.211807e+00
6.205602e-03	1.638253e+02	3.482043e+02	1.234025e+03	9.959474e+00	4.097897e-04	1.583557e+00	1.211807e+00
9.134859e-03	1.639688e+02	3.482043e+02	1.234025e+03	4.388140e+01	9.845207e-04	1.583557e+00	1.211807e+00
6.205602e-03	1.638253e+02	3.482043e+02	1.234025e+03	4.388140e+01	4.097897e-04	7.189952e-01	1.211807e+00
6.205602e-03	1.638253e+02	3.482043e+02	1.234025e+03	4.388140e+01	4.097897e-04	1.583557e+00	2.532359e+00
6.205602e-03	1.638253e+02	3.482043e+02	1.234025e+03	4.388140e+01	4.097897e-04	1.583557e+00	1.211807e+00
5.780942e-02	1.663539e+02	2.217453e+02	8.734387e+02	5.631201e+01	2.015199e-04	2.081324e+00	5.948000e-01
5.780942e-02	1.663539e+02	6.465960e+02	8.734387e+02	5.631201e+01	2.015199e-04	2.081324e+00	5.948000e-01
5.780942e-02	1.663539e+02	2.217453e+02	9.753416e+02	5.631201e+01	2.015199e-04	2.081324e+00	5.948000e-01
5.780942e-02	1.663539e+02	2.217453e+02	8.734387e+02	8.932653e+01	2.015199e-04	2.081324e+00	5.948000e-01
9.134859e-03	1.639688e+02	2.217453e+02	8.734387e+02	5.631201e+01	8.450243e-04	2.081324e+00	5.948000e-01
5.780942e-02	1.663539e+02	2.217453e+02	8.734387e+02	5.631201e+01	2.015199e-04	3.986145e+00	5.948000e-01
5.780942e-02	1.663539e+02	2.217453e+02	8.734387e+02	5.631201e+01	2.015199e-04	2.081324e+00	2.347234e+00
9.134859e-03	1.639688e+02	2.217453e+02	9.753416e+02	8.932653e+01	8.450243e-04	3.986145e+00	2.347234e+00
9.134859e-03	1.639688e+02	6.465960e+02	8.734387e+02	8.932653e+01	8.450243e-04	3.986145e+00	2.347234e+00
9.134859e-03	1.639688e+02	6.465960e+02	9.753416e+02	5.631201e+01	8.450243e-04	3.986145e+00	2.347234e+00
5.780942e-02	1.663539e+02	6.465960e+02	9.753416e+02	8.932653e+01	2.015199e-04	3.986145e+00	2.347234e+00
9.134859e-03	1.639688e+02	6.465960e+02	9.753416e+02	8.932653e+01	8.450243e-04	2.081324e+00	2.347234e+00
9.134859e-03	1.639688e+02	6.465960e+02	9.753416e+02	8.932653e+01	8.450243e-04	3.986145e+00	5.948000e-01
9.134859e-03	1.639688e+02	6.465960e+02	9.753416e+02	8.932653e+01	8.450243e-04	3.986145e+00	2.347234e+00
9.134859e-03	1.639688e+02	4.195081e+02	1.462376e+03	4.116704e+01	5.788639e-04	3.371341e+00	1.128287e+00
9.134859e-03	1.639688e+02	1.171627e+02	1.462376e+03	4.116704e+01	5.788639e-04	3.371341e+00	1.128287e+00
9.134859e-03	1.639688e+02	4.195081e+02	6.521743e+02	4.116704e+01	5.788639e-04	3.371341e+00	1.128287e+00
9.134859e-03	1.639688e+02	4.195081e+02	1.462376e+03	5.198607e+01	5.788639e-04	3.371341e+00	1.128287e+00
9.134859e-03	1.639688e+02	4.195081e+02	1.462376e+03	4.116704e+01	5.067767e-04	3.371341e+00	1.128287e+00
9.134859e-03	1.639688e+02	4.195081e+02	1.462376e+03	4.116704e+01	5.788639e-04	2.796797e+00	1.128287e+00
9.134859e-03	1.639688e+02	4.195081e+02	1.462376e+03	4.116704e+01	5.788639e-04	3.371341e+00	3.448413e+00
9.134859e-03	1.639688e+02	4.195081e+02	6.521743e+02	5.198607e+01	5.067767e-04	2.796797e+00	3.448413e+00
9.134859e-03	1.639688e+02	1.171627e+02	1.462376e+03	5.198607e+01	5.067767e-04	2.796797e+00	3.448413e+00
9.134859e-03	1.639688e+02	1.171627e+02	6.521743e+02	4.116704e+01	5.067767e-04	2.796797e+00	3.448413e+00
9.134859e-03	1.639688e+02	1.171627e+02	6.521743e+02	5.198607e+01	5.788639e-04	2.796797e+00	3.448413e+00
9.134859e-03	1.639688e+02	1.171627e+02	6.521743e+02	5.198607e+01	5.067767e-04	3.371341e+00	3.448413e+00
9.134859e-03	1.639688e+02	1.171627e+02	6.521743e+02	5.198607e+01	5.067767e-04	2.796797e+00	1.128287e+00
9.134859e-03	1.639688e+02	1.171627e+02	6.521743e+02	5.198607e+01	5.067767e-04	2.796797e+00	3.448413e+00
6.205602e-03	1.638253e+02	9.525241e+02	7.494106e+02	8.758579e+01	3.580364e-04	1.976922e+00	3.063838e+00
6.205602e-03	1.638253e+02	8.763062e+02	7.494106e+02	8.758579e+01	3.580364e-04	1.976922e+00	3.063838e+00
6.205602e-03	1.638253e+02	9.525241e+02	1.393342e+03	8.758579e+01	3.580364e-04	1.976922e+00	3.063838e+00
6.205602e-03	1.638253e+02	9.525241e+02	7.494106e+02	7.053188e+00	3.580364e-04	1.976922e+00	3.063838e+00
5.780942e-02	1.663539e+02	9.525241e+02	7.494106e+02	8.758579e+01	1.925173e-04	1.976922e+00	3.063838e+00
6.205602e-03	1.638253e+02	9.525241e+02	7.494106e+02	8.758579e+01	3.580364e-04	6.512755e-01	3.063838e+00
6.205602e-03	1.638253e+02	9.525241e+02	7.494106e+02	8.758579e+01	3.580364e-04	1.976922e+00	7.933683e-02
5.780942e-02	1.663539e+02	9.525241e+02	1.393342e+03	7.053188e+00	1.925173e-04	6.512755e-01	7.933683e-02
5.780942e-02	1.663539e+02	8.763062e+02	7.494106e+02	7.053188e+00	1.925173e-04	6.512755e-01	7.933683e-02
5.780942e-02	1.663539e+02	8.763062e+02	1.393342e+03	8.758579e+01	1.925173e-04	6.512755e-01	7.933683e-02
6.205602e-03	1.638253e+02	8.763062e+02	1.393342e+03	7.053188e+00	3.580364e-04	6.512755e-01	7.933683e-02
5.780942e-02	1.663539e+02	8.763062e+02	1.393342e+03	7.053188e+00	1.925173e-04	1.976922e+00	7.933683e-02
5.780942e-02	1.663539e+02	8.763062e+02	1.393342e+03	7.053188e+00	1.925173e-04	6.512755e-01	3.063838e+00
5.780942e-02	1.663539e+02	8.763062e+02	1.393342e+03	7.053188e+00	1.925173e-04	6.512755e-01	7.933683e-02
5.780942e-02	1.663539e+02	9.263384e+02	1.186175e+03	4.780387e+01	1.872348e-04	3.586901e+00	3.668446e+00
5.780942e-02	1.663539e+02	2.514219e+02	1.186175e+03	4.780387e+01	1.872348e-04	3.586901e+00	3.668446e+00
5.780942e-02	1.663539e+02	9.263384e+02	1.146862e+03	4.780387e+01	1.872348e-04	3.586901e+00	3.668446e+00
5.780942e-02	1.663539e+02	9.263384e+02	1.186175e+03	4.069990e+01	1.872348e-04	3.586901e+00	3.668446e+00
9.134859e-03	1.639688e+02	9.263384e+02	1.186175e+03	4.780387e+01	6.571314e-04	3.586901e+00	3.668446e+00
5.780942e-02	1.663539e+02	9.263384e+02	1.186175e+03	4.780387e+01	1.872348e-04	9.368872e-01	3.668446e+00
5.780942e-02	1.663539e+02	9.263384e+02	1.186175e+03	4.780387e+01	1.872348e-04	3.586901e+00	6.420514e-01
9.134859e-03	1.639688e+02	9.263384e+02	1.146862e+03	4.069990e+01	6.571314e-04	9.368872e-01	6.420514e-01
9.134859e-03	1.639688e+02	2.514219e+02	1.186175e+03	4.069990e+01	6.571314e-04	9.368872e-01	6.420514e-01
9.134859e-03	1.639688e+02	2.514219e+02	1.146862e+03	4.780387e+01	6.571314e-04	9.368872e-01	6.420514e-01
5.780942e-02	1.663539e+02	2.514219e+02	1.146862e+03	4.069990e+01	1.872348e-04	9.368872e-01	6.420514e-01
9.134859e-03	1.639688e+02	2.514219e+02	1.146862e+03	4.069990e+01	6.571314e-04	3.586901e+00	6.420514e-01
9.134859e-03	1.639688e+02	2.514219e+02	1.146862e+03	4.069990e+01	6.571314e-04	9.368872e-01	3.668446e+00
9.134859e-03	1.639688e+02	2.514219e+02	1.146862e+03	4.069990e+01	6.571314e-04	9.368872e-01	6.420514e-01
9.134859e-03	1.639688e+02	4.613071e+02	8.991426e+02	9.500442e+01	8.783514e-04	1.208548e+00	1.738745e+00
9.134859e-03	1.639688e+02	7.410597e+02	8.991426e+02	9.500442e+01	8.783514e-04	1.208548e+00	1.738745e+00
9.134859e-03	1.639688e+02	4.613071e+02	9.057340e+02	9.500442e+01	8.783514e-04	1.208548e+00	1.738745e+00
9.134859e-03	1.639688e+02	4.613071e+02	8.991426e+02	9.881590e+01	8.783514e-04	1.208548e+00	1.738745e+00
1.006805e-01	1.684545e+02	4.613071e+02	8.991426e+02	9.500442e+01	9.726854e-05	1.208548e+00	1.738745e+00
9.134859e-03	1.639688e+02	4.613071e+02	8.991426e+02	9.500442e+01	8.783514e-04	2.512609e+00	1.738745e+00
9.134859e-03	1.639688e+02	4.613071e+02	8.991426e+02	9.500442e+01	8.783514e-04	1.208548e+00	3.756686e+00
1.006805e-01	1.684545e+02	4.613071e+02	9.057340e+02	9.881590e+01	9.726854e-05	2.512609e+00	3.756686e+00
1.006805e-01	1.684545e+02	7.410597e+02	8.991426e+02	9.881590e+01	9.726854e-05	2.512609e+00	3.756686e+00
1.006805e-01	1.684545e+02	7.410597e+02	9.057340e+02	9.500442e+01	9.726854e-05	2.512609e+00	3.756686e+00
9.134859e-03	1.639688e+02	7.410597e+02	9.057340e+02	9.881590e+01	8.783514e-04	2.512609e+00	3.756686e+00
1.006805e-01	1.684545e+02	7.410597e+02	9.057340e+02	9.881590e+01	9.726854e-05	1.208548e+00	3.756686e+00
1.006805e-01	1.684545e+02	7.410597e+02	9.057340e+02	9.881590e+01	9.726854e-05	2.512609e+00	1.738745e+00
1.006805e-01	1.684545e+02	7.410597e+02	9.057340e+02	9.881590e+01	9.726854e-05	2.512609e+00	3.756686e+00
6.205602e-03	1.638253e+02	1.506773e+02	1.312162e+03	4.103513e+00	2.805821e-04	5.034921e-01	2.097062e-01
6.205602e-03	1.638253e+02	2.077558e+01	1.312162e+03	4.103513e+00	2.805821e-04	5.034921e-01	2.097062e-01
6.205602e-03	1.638253e+02	1.506773e+02	7.207827e+02	4.103513e+00	2.805821e-04	5.034921e-01	2.097062e-01
6.205602e-03	1.638253e+02	1.506773e+02	1.312162e+03	6.148745e+01	2.805821e-04	5.034921e-01	2.097062e-01
6.205602e-03	1.638253e+02	1.506773e+02	1.312162e+03	4.103513e+00	2.565085e-04	5.034921e-01	2.097062e-01
6.205602e-03	1.638253e+02	1.506773e+02	1.312162e+03	4.103513e+00	2.805821e-04	3.707809e+00	2.097062e-01
6.205602e-03	1.638253e+02	1.506773e+02	1.312162e+03	4.103513e+00	2.805821e-04	5.034921e-01	2.894042e+00
6.205602e-03	1.638253e+02	1.506773e+02	7.207827e+02	6.148745e+01	2.565085e-04	3.707809e+00	2.894042e+00
6.205602e-03	1.638253e+02	2.077558e+01	1.312162e+03	6.148745e+01	2.565085e-04	3.707809e+00	2.894042e+00
6.205602e-03	1.638253e+02	2.077558e+01	7.207827e+02	4.103513e+00	2.565085e-04	3.707809e+00	2.894042e+00
6.205602e-03	1.638253e+02	2.077558e+01	7.207827e+02	6.148745e+01	2.805821e-04	3.707809e+00	2.894042e+00
6.205602e-03	1.638253e+02	2.077558e+01	7.207827e+02	6.148745e+01	2.565085e-04	5.034921e-01	2.894042e+00
6.205602e-03	1.638253e+02	2.077558e+01	7.207827e+02	6.148745e+01	2.565085e-04	3.707809e+00	2.097062e-01
6.205602e-03	1.638253e+02	2.077558e+01	7.207827e+02	6.148745e+01	2.565085e-04	3.707809e+00	2.894042e+00
9.134859e-03	1.639688e+02	7.451337e+02	5.251277e+02	5.123596e+01	5.348883e-04	2.849642e+00	2.137520e+00
9.134859e-03	1.639688e+02	9.711025e+02	5.251277e+02	5.123596e+01	5.348883e-04	2.849642e+00	2.137520e+00
9.134859e-03	1.639688e+02	7.451337e+02	1.479551e+03	5.123596e+01	5.348883e-04	2.849642e+00	2.137520e+00
9.134859e-03	1.639688e+02	7.451337e+02	5.251277e+02	3.835271e+00	5.348883e-04	2.849642e+00	2.137520e+00
9.134859e-03	1.639688e+02	7.451337e+02	5.251277e+02	5.123596e+01	9.451519e-04	2.849642e+00	2.137520e+00
9.134859e-03	1.639688e+02	7.451337e+02	5.251277e+02	5.123596e+01	5.348883e-04	1.859434e+00	2.137520e+00
9.134859e-03	1.639688e+02	7.451337e+02	5.251277e+02	5.123596e+01	5.348883e-04	2.849642e+00	1.535741e+00
9.134859e-03	1.639688e+02	7.451337e+02	1.479551e+03	3.835271e+00	9.451519e-04	1.859434e+00	1.535741e+00
9.134859e-03	1.639688e+02	9.711025e+02	5.251277e+02	3.835271e+00	9.451519e-04	1.859434e+00	1.535741e+00
9.134859e-03	1.639688e+02	9.711025e+02	1.479551e+03	5.123596e+01	9.451519e-04	1.859434e+00	1.535741e+00
9.134859e-03	1.639688e+02	9.711025e+02	1.479551e+03	3.835271e+00	5.348883e-04	1.859434e+00	1.535741e+00
9.134859e-03	1.639688e+02	9.711025e+02	1.479551e+03	3.835271e+00	9.451519e-04	2.849642e+00	1.535741e+00
9.134859e-03	1.639688e+02	9.711025e+02	1.479551e+03	3.835271e+00	9.451519e-04	1.859434e+00	2.137520e+00
9.134859e-03	1.639688e+02	9.711025e+02	1.479551e+03	3.835271e+00	9.451519e-04	1.859434e+00	1.535741e+00
