growth_rate	epi_size	cell_definitions/cell_definition/phenotype/secretion/substrate/secretion_rate_epi_inter___div_inhib	microenvironment_setup/variable/physical_parameter_set/diffusion_coefficient___div_inhib	microenvironment_setup/variable/physical_parameter_set/decay_rate___div_inhib
9.410898e-01	2.610105e+02	3.000238e+01	8.164030e+02	3.537692e-01
9.410898e-01	2.610105e+02	3.000238e+01	6.580667e+02	3.537692e-01
9.651078e-01	2.633882e+02	3.007800e+02	8.164030e+02	3.537692e-01
9.651078e-01	2.633882e+02	3.007800e+02	6.580667e+02	3.589672e-01
9.651078e-01	2.633882e+02	3.007800e+02	6.580667e+02	3.537692e-01
9.651078e-01	2.633882e+02	2.668494e+02	1.298231e+03	1.504273e-01
9.651078e-01	2.633882e+02	8.646347e+02	1.298231e+03	1.504273e-01
9.651078e-01	2.633882e+02	2.668494e+02	9.227629e+02	1.504273e-01
9.651078e-01	2.633882e+02	2.668494e+02	1.298231e+03	4.917018e-01
9.651078e-01	2.633882e+02	2.668494e+02	9.227629e+02	4.917018e-01
9.651078e-01	2.633882e+02	8.646347e+02	1.298231e+03	4.917018e-01
9.651078e-01	2.633882e+02	8.646347e+02	9.227629e+02	1.504273e-01
9.651078e-01	2.633882e+02	8.646347e+02	9.227629e+02	4.917018e-01
9.651078e-01	2.633882e+02	8.995685e+02	5.058410e+02	3.892863e-01
9.651078e-01	2.633882e+02	1.042060e+02	5.058410e+02	3.892863e-01
9.651078e-01	2.633882e+02	8.995685e+02	1.346135e+03	3.892863e-01
9.651078e-01	2.633882e+02	8.995685e+02	5.058410e+02	1.472719e-01
9.651078e-01	2.633882e+02	8.995685e+02	1.346135e+03	1.472719e-01
9.651078e-01	2.633882e+02	1.042060e+02	5.058410e+02	1.472719e-01
9.651078e-01	2.633882e+02	1.042060e+02	1.346135e+03	3.892863e-01
9.651078e-01	2.633882e+02	1.042060e+02	1.346135e+03	1.472719e-01
9.651078e-01	2.633882e+02	9.628153e+02	1.204087e+03	1.298555e-01
9.651078e-01	2.633882e+02	3.185746e+02	1.204087e+03	1.298555e-01
9.651078e-01	2.633882e+02	9.628153e+02	8.689177e+02	1.298555e-01
9.651078e-01	2.633882e+02	9.628153e+02	1.204087e+03	7.803862e-02
9.651078e-01	2.633882e+02	9.628153e+02	8.689177e+02	7.803862e-02
1.045629e+00	2.716338e+02	3.185746e+02	1.204087e+03	7.803862e-02
1.061114e+00	2.732989e+02	3.185746e+02	8.689177e+02	1.298555e-01
9.651078e-01	2.633882e+02	3.185746e+02	8.689177e+02	7.803862e-02
1.045629e+00	2.716338e+02	3.292092e+02	9.730391e+02	4.249094e-01
9.651078e-01	2.633882e+02	5.877662e+02	9.730391e+02	4.249094e-01
9.651078e-01	2.633882e+02	3.292092e+02	1.417343e+03	4.249094e-01
9.651078e-01	2.633882e+02	3.292092e+02	9.730391e+02	3.943264e-01
9.651078e-01	2.633882e+02	3.292092e+02	1.417343e+03	3.943264e-01
9.651078e-01	2.633882e+02	5.877662e+02	9.730391e+02	3.943264e-01
9.651078e-01	2.633882e+02	5.877662e+02	1.417343e+03	4.249094e-01
9.651078e-01	2.633882e+02	5.877662e+02	1.417343e+03	3.943264e-01
9.651078e-01	2.633882e+02	9.206026e+01	1.397431e+03	1.689644e-01
9.410898e-01	2.610105e+02	3.125975e+01	1.397431e+03	1.689644e-01
9.651078e-01	2.633882e+02	9.206026e+01	1.182041e+03	1.689644e-01
1.206381e+00	2.876944e+02	9.206026e+01	1.397431e+03	3.108893e-01
9.883911e-01	2.659673e+02	9.206026e+01	1.182041e+03	3.108893e-01
9.410898e-01	2.610105e+02	3.125975e+01	1.397431e+03	3.108893e-01
9.410898e-01	2.610105e+02	3.125975e+01	1.182041e+03	1.689644e-01
9.410898e-01	2.610105e+02	3.125975e+01	1.182041e+03	3.108893e-01
9.651078e-01	2.633882e+02	7.081493e+02	6.585706e+02	3.796490e-01
9.651078e-01	2.633882e+02	7.541027e+02	6.585706e+02	3.796490e-01
9.651078e-01	2.633882e+02	7.081493e+02	6.024836e+02	3.796490e-01
9.651078e-01	2.633882e+02	7.081493e+02	6.585706e+02	2.055356e-01
9.651078e-01	2.633882e+02	7.081493e+02	6.024836e+02	2.055356e-01
9.651078e-01	2.633882e+02	7.541027e+02	6.585706e+02	2.055356e-01
9.651078e-01	2.633882e+02	7.541027e+02	6.024836e+02	3.796490e-01
1.045629e+00	2.716338e+02	7.541027e+02	6.024836e+02	2.055356e-01
9.651078e-01	2.633882e+02	5.783078e+02	1.324323e+03	4.942395e-01
9.651078e-01	2.633882e+02	8.881265e+02	1.324323e+03	4.942395e-01
9.651078e-01	2.633882e+02	5.783078e+02	7.000673e+02	4.942395e-01
1.045629e+00	2.716338e+02	5.783078e+02	1.324323e+03	1.152248e-01
9.651078e-01	2.633882e+02	5.783078e+02	7.000673e+02	1.152248e-01
9.651078e-01	2.633882e+02	8.881265e+02	1.324323e+03	1.152248e-01
9.651078e-01	2.633882e+02	8.881265e+02	7.000673e+02	4.942395e-01
9.651078e-01	2.633882e+02	8.881265e+02	7.000673e+02	1.152248e-01
9.651078e-01	2.633882e+02	1.944707e+02	6.176875e+02	5.810928e-02
9.651078e-01	2.633882e+02	1.430888e+02	6.176875e+02	5.810928e-02
9.651078e-01	2.633882e+02	1.944707e+02	1.029571e+03	5.810928e-02
9.651078e-01	2.633882e+02	1.944707e+02	6.176875e+02	4.596409e-01
9.651078e-01	2.633882e+02	1.944707e+02	1.029571e+03	4.596409e-01
9.651078e-01	2.633882e+02	1.430888e+02	6.176875e+02	4.596409e-01
9.651078e-01	2.633882e+02	1.430888e+02	1.029571e+03	5.810928e-02
9.651078e-01	2.633882e+02	1.430888e+02	1.029571e+03	4.596409e-01
9.651078e-01	2.633882e+02	4.492400e+02	1.009886e+03	3.074760e-01
9.651078e-01	2.633882e+02	7.110529e+02	1.009886e+03	3.074760e-01
9.651078e-01	2.633882e+02	4.492400e+02	1.265088e+03	3.074760e-01
9.651078e-01	2.633882e+02	4.492400e+02	1.009886e+03	3.848814e-01
9.651078e-01	2.633882e+02	4.492400e+02	1.265088e+03	3.848814e-01
9.651078e-01	2.633882e+02	7.110529e+02	1.009886e+03	3.848814e-01
9.651078e-01	2.633882e+02	7.110529e+02	1.265088e+03	3.074760e-01
9.651078e-01	2.633882e+02	7.110529e+02	1.265088e+03	3.848814e-01
9.651078e-01	2.633882e+02	8.155981e+02	8.110623e+02	2.369617e-01
9.651078e-01	2.633882e+02	4.489340e+02	8.110623e+02	2.369617e-01
9.651078e-01	2.633882e+02	8.155981e+02	9.667152e+02	2.369617e-01
9.651078e-01	2.633882e+02	8.155981e+02	8.110623e+02	2.514060e-01
9.651078e-01	2.633882e+02	8.155981e+02	9.667152e+02	2.514060e-01
9.651078e-01	2.633882e+02	4.489340e+02	8.110623e+02	2.514060e-01
9.651078e-01	2.633882e+02	4.489340e+02	9.667152e+02	2.369617e-01
9.651078e-01	2.633882e+02	4.489340e+02	9.667152e+02	2.514060e-01
9.651078e-01	2.633882e+02	8.345487e+02	1.358522e+03	9.960053e-02
9.651078e-01	2.633882e+02	1.238447e+02	1.358522e+03	9.960053e-02
9.651078e-01	2.633882e+02	8.345487e+02	1.085874e+03	9.960053e-02
9.651078e-01	2.633882e+02	8.345487e+02	1.358522e+03	2.185829e-01
9.651078e-01	2.633882e+02	8.345487e+02	1.085874e+03	2.185829e-01
9.651078e-01	2.633882e+02	1.238447e+02	1.358522e+03	2.185829e-01
9.651078e-01	2.633882e+02	1.238447e+02	1.085874e+03	9.960053e-02
9.651078e-01	2.633882e+02	1.238447e+02	1.085874e+03	2.185829e-01
9.651078e-01	2.633882e+02	4.691829e+02	5.895697e+02	4.509080e-01
9.651078e-01	2.633882e+02	8.449946e+02	5.895697e+02	4.509080e-01
9.651078e-01	2.633882e+02	4.691829e+02	6.303362e+02	4.509080e-01
9.651078e-01	2.633882e+02	4.691829e+02	5.895697e+02	3.100939e-01
9.651078e-01	2.633882e+02	4.691829e+02	6.303362e+02	3.100939e-01
9.651078e-01	2.633882e+02	8.449946e+02	5.895697e+02	3.100939e-01
9.651078e-01	2.633882e+02	8.449946e+02	6.303362e+02	4.509080e-01
9.651078e-01	2.633882e+02	8.449946e+02	6.303362e+02	3.100939e-01
9.651078e-01	2.633882e+02	2.067145e+02	1.040178e+03	2.520875e-01
9.651078e-01	2.633882e+02	2.892056e+02	1.040178e+03	2.520875e-01
9.651078e-01	2.633882e+02	2.067145e+02	8.947835e+02	2.520875e-01
9.651078e-01	2.633882e+02	2.067145e+02	1.040178e+03	3.953965e-01
9.651078e-01	2.633882e+02	2.067145e+02	8.947835e+02	3.953965e-01
9.651078e-01	2.633882e+02	2.892056e+02	1.040178e+03	3.953965e-01
9.651078e-01	2.633882e+02	2.892056e+02	8.947835e+02	2.520875e-01
9.651078e-01	2.633882e+02	2.892056e+02	8.947835e+02	3.953965e-01
9.651078e-01	2.633882e+02	5.895926e+02	7.790380e+02	2.940256e-01
9.651078e-01	2.633882e+02	5.586553e+02	7.790380e+02	2.940256e-01
9.651078e-01	2.633882e+02	5.895926e+02	1.319197e+03	2.940256e-01
9.651078e-01	2.633882e+02	5.895926e+02	7.790380e+02	6.482644e-02
9.651078e-01	2.633882e+02	5.895926e+02	1.319197e+03	6.482644e-02
9.651078e-01	2.633882e+02	5.586553e+02	7.790380e+02	6.482644e-02
9.651078e-01	2.633882e+02	5.586553e+02	1.319197e+03	2.940256e-01
9.651078e-01	2.633882e+02	5.586553e+02	1.319197e+03	6.482644e-02
9.651078e-01	2.633882e+02	6.880994e+02	1.238064e+03	4.119120e-01
9.651078e-01	2.633882e+02	6.773137e+02	1.238064e+03	4.119120e-01
9.651078e-01	2.633882e+02	6.880994e+02	1.471637e+03	4.119120e-01
9.651078e-01	2.633882e+02	6.880994e+02	1.238064e+03	2.557725e-01
9.651078e-01	2.633882e+02	6.880994e+02	1.471637e+03	2.557725e-01
9.651078e-01	2.633882e+02	6.773137e+02	1.238064e+03	2.557725e-01
1.206453e+00	2.872820e+02	6.773137e+02	1.471637e+03	4.119120e-01
9.651078e-01	2.633882e+02	6.773137e+02	1.471637e+03	2.557725e-01
9.651078e-01	2.633882e+02	7.297211e+01	9.446998e+02	1.445283e-01
9.651078e-01	2.633882e+02	4.164000e+02	9.446998e+02	1.445283e-01
9.651078e-01	2.633882e+02	7.297211e+01	7.972917e+02	1.445283e-01
9.651078e-01	2.633882e+02	7.297211e+01	9.446998e+02	3.754050e-01
1.298167e+00	2.965842e+02	7.297211e+01	7.972917e+02	3.754050e-01
9.651078e-01	2.633882e+02	4.164000e+02	9.446998e+02	3.754050e-01
9.651078e-01	2.633882e+02	4.164000e+02	7.972917e+02	1.445283e-01
9.651078e-01	2.633882e+02	4.164000e+02	7.972917e+02	3.754050e-01
9.651078e-01	2.633882e+02	3.180618e+02	1.427502e+03	3.367705e-01
9.651078e-01	2.633882e+02	9.841345e+02	1.427502e+03	3.367705e-01
9.651078e-01	2.633882e+02	3.180618e+02	5.325690e+02	3.367705e-01
9.651078e-01	2.633882e+02	3.180618e+02	1.427502e+03	4.693920e-01
9.651078e-01	2.633882e+02	3.180618e+02	5.325690e+02	4.693920e-01
9.651078e-01	2.633882e+02	9.841345e+02	1.427502e+03	4.693920e-01
9.651078e-01	2.633882e+02	9.841345e+02	5.325690e+02	3.367705e-01
9.651078e-01	2.633882e+02	9.841345e+02	5.325690e+02	4.693920e-01
9.651078e-01	2.633882e+02	9.506785e+02	6.263253e+02	2.100027e-01
9.651078e-01	2.633882e+02	2.383509e+02	6.263253e+02	2.100027e-01
9.651078e-01	2.633882e+02	9.506785e+02	1.238038e+03	2.100027e-01
9.651078e-01	2.633882e+02	9.506785e+02	6.263253e+02	1.106935e-01
9.651078e-01	2.633882e+02	9.506785e+02	1.238038e+03	1.106935e-01
9.651078e-01	2.633882e+02	2.383509e+02	6.263253e+02	1.106935e-01
9.651078e-01	2.633882e+02	2.383509e+02	1.238038e+03	2.100027e-01
9.651078e-01	2.633882e+02	2.383509e+02	1.238038e+03	1.106935e-01
9.651078e-01	2.633882e+02	8.884063e+02	1.082384e+03	3.724486e-01
9.651078e-01	2.633882e+02	4.683288e+02	1.082384e+03	3.724486e-01
9.651078e-01	2.633882e+02	8.884063e+02	7.270071e+02	3.724486e-01
9.651078e-01	2.633882e+02	8.884063e+02	1.082384e+03	9.593974e-02
9.651078e-01	2.633882e+02	8.884063e+02	7.270071e+02	9.593974e-02
9.651078e-01	2.633882e+02	4.683288e+02	1.082384e+03	9.593974e-02
9.651078e-01	2.633882e+02	4.683288e+02	7.270071e+02	3.724486e-01
9.651078e-01	2.633882e+02	4.683288e+02	7.270071e+02	9.593974e-02
9.651078e-01	2.633882e+02	2.547273e+02	8.444980e+02	1.893759e-01
9.651078e-01	2.633882e+02	6.916567e+02	8.444980e+02	1.893759e-01
9.651078e-01	2.633882e+02	2.547273e+02	1.057545e+03	1.893759e-01
9.651078e-01	2.633882e+02	2.547273e+02	8.444980e+02	4.265236e-01
9.651078e-01	2.633882e+02	2.547273e+02	1.057545e+03	4.265236e-01
9.651078e-01	2.633882e+02	6.916567e+02	8.444980e+02	4.265236e-01
9.651078e-01	2.633882e+02	6.916567e+02	1.057545e+03	1.893759e-01
9.651078e-01	2.633882e+02	6.916567e+02	1.057545e+03	4.265236e-01
9.427508e-01	2.611749e+02	9.937763e+00	1.267915e+03	4.326488e-01
9.651078e-01	2.633882e+02	1.312706e+02	1.267915e+03	4.326488e-01
9.427508e-01	2.611749e+02	9.937763e+00	1.292824e+03	4.326488e-01
9.427508e-01	2.611749e+02	9.937763e+00	1.267915e+03	2.780478e-01
9.427508e-01	2.611749e+02	9.937763e+00	1.292824e+03	2.780478e-01
9.651078e-01	2.633882e+02	1.312706e+02	1.267915e+03	2.780478e-01
9.651078e-01	2.633882e+02	1.312706e+02	1.292824e+03	4.326488e-01
9.651078e-01	2.633882e+02	1.312706e+02	1.292824e+03	2.780478e-01
9.651078e-01	2.633882e+02	6.260149e+02	5.378421e+02	1.089600e-01
9.651078e-01	2.633882e+02	8.999471e+02	5.378421e+02	1.089600e-01
1.045629e+00	2.716338e+02	6.260149e+02	9.934099e+02	1.089600e-01
9.651078e-01	2.633882e+02	6.260149e+02	5.378421e+02	1.865231e-01
9.651078e-01	2.633882e+02	6.260149e+02	9.934099e+02	1.865231e-01
9.651078e-01	2.633882e+02	8.999471e+02	5.378421e+02	1.865231e-01
9.651078e-01	2.633882e+02	8.999471e+02	9.934099e+02	1.089600e-01
9.651078e-01	2.633882e+02	8.999471e+02	9.934099e+02	1.865231e-01
9.651078e-01	2.633882e+02	5.275681e+02	1.446026e+03	2.305818e-01
9.651078e-01	2.633882e+02	7.734817e+02	1.446026e+03	2.305818e-01
1.045629e+00	2.716338e+02	5.275681e+02	8.412454e+02	2.305818e-01
1.045629e+00	2.716338e+02	5.275681e+02	1.446026e+03	1.357626e-01
9.651078e-01	2.633882e+02	5.275681e+02	8.412454e+02	1.357626e-01
9.651078e-01	2.633882e+02	7.734817e+02	1.446026e+03	1.357626e-01
9.651078e-01	2.633882e+02	7.734817e+02	8.412454e+02	2.305818e-01
9.651078e-01	2.633882e+02	7.734817e+02	8.412454e+02	1.357626e-01
9.651078e-01	2.633882e+02	1.436201e+02	7.462285e+02	3.288248e-01
1.010712e+00	2.679030e+02	1.187831e+01	7.462285e+02	3.288248e-01
9.651078e-01	2.633882e+02	1.436201e+02	1.390590e+03	3.288248e-01
1.045629e+00	2.716338e+02	1.436201e+02	7.462285e+02	4.944748e-01
9.651078e-01	2.633882e+02	1.436201e+02	1.390590e+03	4.944748e-01
1.010712e+00	2.679030e+02	1.187831e+01	7.462285e+02	4.944748e-01
1.010712e+00	2.679030e+02	1.187831e+01	1.390590e+03	3.288248e-01
1.010712e+00	2.679030e+02	1.187831e+01	1.390590e+03	4.944748e-01
9.651078e-01	2.633882e+02	4.059085e+02	1.139401e+03	6.491117e-02
9.651078e-01	2.633882e+02	5.759322e+02	1.139401e+03	6.491117e-02
9.651078e-01	2.633882e+02	4.059085e+02	1.155037e+03	6.491117e-02
9.651078e-01	2.633882e+02	4.059085e+02	1.139401e+03	3.511609e-01
9.651078e-01	2.633882e+02	4.059085e+02	1.155037e+03	3.511609e-01
9.651078e-01	2.633882e+02	5.759322e+02	1.139401e+03	3.511609e-01
1.045629e+00	2.716338e+02	5.759322e+02	1.155037e+03	6.491117e-02
9.651078e-01	2.633882e+02	5.759322e+02	1.155037e+03	3.511609e-01
9.651078e-01	2.633882e+02	7.722165e+02	9.317908e+02	4.725237e-01
9.651078e-01	2.633882e+02	3.304100e+02	9.317908e+02	4.725237e-01
9.651078e-01	2.633882e+02	7.722165e+02	5.745682e+02	4.725237e-01
9.651078e-01	2.633882e+02	7.722165e+02	9.317908e+02	2.315147e-01
1.209646e+00	2.878981e+02	7.722165e+02	5.745682e+02	2.315147e-01
9.651078e-01	2.633882e+02	3.304100e+02	9.317908e+02	2.315147e-01
9.651078e-01	2.633882e+02	3.304100e+02	5.745682e+02	4.725237e-01
9.651078e-01	2.633882e+02	3.304100e+02	5.745682e+02	2.315147e-01
1.045629e+00	2.716338e+02	7.900223e+02	1.187052e+03	1.732057e-01
9.651078e-01	2.633882e+02	9.387623e+02	1.187052e+03	1.732057e-01
9.651078e-01	2.633882e+02	7.900223e+02	1.372547e+03	1.732057e-01
1.045629e+00	2.716338e+02	7.900223e+02	1.187052e+03	4.842078e-01
9.651078e-01	2.633882e+02	7.900223e+02	1.372547e+03	4.842078e-01
9.651078e-01	2.633882e+02	9.387623e+02	1.187052e+03	4.842078e-01
9.651078e-01	2.633882e+02	9.387623e+02	1.372547e+03	1.732057e-01
9.651078e-01	2.633882e+02	9.387623e+02	1.372547e+03	4.842078e-01
9.651078e-01	2.633882e+02	4.081022e+02	8.858142e+02	3.843332e-01
9.651078e-01	2.633882e+02	2.173837e+02	8.858142e+02	3.843332e-01
9.651078e-01	2.633882e+02	4.081022e+02	9.217738e+02	3.843332e-01
9.651078e-01	2.633882e+02	4.081022e+02	8.858142e+02	1.538576e-01
1.045629e+00	2.716338e+02	4.081022e+02	9.217738e+02	1.538576e-01
9.651078e-01	2.633882e+02	2.173837e+02	8.858142e+02	1.538576e-01
9.651078e-01	2.633882e+02	2.173837e+02	9.217738e+02	3.843332e-01
1.045629e+00	2.716338e+02	2.173837e+02	9.217738e+02	1.538576e-01
9.651078e-01	2.633882e+02	1.692306e+02	1.493708e+03	1.217930e-01
9.651078e-01	2.633882e+02	6.524287e+02	1.493708e+03	1.217930e-01
9.651078e-01	2.633882e+02	1.692306e+02	6.863462e+02	1.217930e-01
9.651078e-01	2.633882e+02	1.692306e+02	1.493708e+03	2.409265e-01
9.651078e-01	2.633882e+02	1.692306e+02	6.863462e+02	2.409265e-01
9.651078e-01	2.633882e+02	6.524287e+02	1.493708e+03	2.409265e-01
1.045629e+00	2.716338e+02	6.524287e+02	6.863462e+02	1.217930e-01
9.651078e-01	2.633882e+02	6.524287e+02	6.863462e+02	2.409265e-01
9.651078e-01	2.633882e+02	5.375665e+02	7.002828e+02	4.172898e-01
9.651078e-01	2.633882e+02	3.827504e+02	7.002828e+02	4.172898e-01
9.651078e-01	2.633882e+02	5.375665e+02	1.105743e+03	4.172898e-01
9.651078e-01	2.633882e+02	5.375665e+02	7.002828e+02	3.322178e-01
9.651078e-01	2.633882e+02	5.375665e+02	1.105743e+03	3.322178e-01
9.279212e-01	2.600719e+02	3.827504e+02	7.002828e+02	3.322178e-01
9.651078e-01	2.633882e+02	3.827504e+02	1.105743e+03	4.172898e-01
9.651078e-01	2.633882e+02	3.827504e+02	1.105743e+03	3.322178e-01
9.651078e-01	2.633882e+02	6.867426e+02	1.284599e+03	3.167753e-01
9.651078e-01	2.633882e+02	2.604330e+02	1.284599e+03	3.167753e-01
9.651078e-01	2.633882e+02	6.867426e+02	1.195706e+03	3.167753e-01
9.651078e-01	2.633882e+02	6.867426e+02	1.284599e+03	4.401003e-01
9.651078e-01	2.633882e+02	6.867426e+02	1.195706e+03	4.401003e-01
9.651078e-01	2.633882e+02	2.604330e+02	1.284599e+03	4.401003e-01
9.651078e-01	2.633882e+02	2.604330e+02	1.195706e+03	3.167753e-01
9.651078e-01	2.633882e+02	2.604330e+02	1.195706e+03	4.401003e-01
9.651078e-01	2.633882e+02	5.506105e+01	5.233981e+02	2.466971e-01
9.651078e-01	2.633882e+02	5.210875e+02	5.233981e+02	2.466971e-01
9.651078e-01	2.633882e+02	5.506105e+01	5.263618e+02	2.466971e-01
9.651078e-01	2.633882e+02	5.506105e+01	5.233981e+02	8.162159e-02
9.651078e-01	2.633882e+02	5.506105e+01	5.263618e+02	8.162159e-02
9.651078e-01	2.633882e+02	5.210875e+02	5.233981e+02	8.162159e-02
9.651078e-01	2.633882e+02	5.210875e+02	5.263618e+02	2.466971e-01
1.139781e+00	2.809632e+02	5.210875e+02	5.263618e+02	8.162159e-02
1.045629e+00	2.716338e+02	3.076504e+02	1.099037e+03	4.877176e-01
9.651078e-01	2.633882e+02	8.238961e+01	1.099037e+03	4.877176e-01
9.651078e-01	2.633882e+02	3.076504e+02	7.615144e+02	4.877176e-01
9.651078e-01	2.633882e+02	3.076504e+02	1.099037e+03	1.738558e-01
9.651078e-01	2.633882e+02	3.076504e+02	7.615144e+02	1.738558e-01
9.651078e-01	2.633882e+02	8.238961e+01	1.099037e+03	1.738558e-01
9.651078e-01	2.633882e+02	8.238961e+01	7.615144e+02	4.877176e-01
9.651078e-01	2.633882e+02	8.238961e+01	7.615144e+02	1.738558e-01
1.045629e+00	2.716338e+02	9.257249e+02	8.300233e+02	5.202346e-02
9.651078e-01	2.633882e+02	8.279140e+02	8.300233e+02	5.202346e-02
9.651078e-01	2.633882e+02	9.257249e+02	1.462234e+03	5.202346e-02
9.651078e-01	2.633882e+02	9.257249e+02	8.300233e+02	2.932687e-01
9.651078e-01	2.633882e+02	9.257249e+02	1.462234e+03	2.932687e-01
9.651078e-01	2.633882e+02	8.279140e+02	8.300233e+02	2.932687e-01
9.651078e-01	2.633882e+02	8.279140e+02	1.462234e+03	5.202346e-02
9.651078e-01	2.633882e+02	8.279140e+02	1.462234e+03	2.932687e-01
9.651078e-01	2.633882e+02	9.875046e+02	1.379847e+03	4.671458e-01
9.651078e-01	2.633882e+02	5.979061e+02	1.379847e+03	4.671458e-01
9.651078e-01	2.633882e+02	9.875046e+02	9.403348e+02	4.671458e-01
9.651078e-01	2.633882e+02	9.875046e+02	1.379847e+03	3.642212e-01
9.651078e-01	2.633882e+02	9.875046e+02	9.403348e+02	3.642212e-01
1.045629e+00	2.716338e+02	5.979061e+02	1.379847e+03	3.642212e-01
1.045629e+00	2.716338e+02	5.979061e+02	9.403348e+02	4.671458e-01
9.651078e-01	2.633882e+02	5.979061e+02	9.403348e+02	3.642212e-01
9.651078e-01	2.633882e+02	3.705019e+02	6.722978e+02	8.764659e-02
1.045629e+00	2.716338e+02	3.747764e+02	6.722978e+02	8.764659e-02
9.651078e-01	2.633882e+02	3.705019e+02	1.266108e+03	8.764659e-02
9.651078e-01	2.633882e+02	3.705019e+02	6.722978e+02	2.729162e-01
9.651078e-01	2.633882e+02	3.705019e+02	1.266108e+03	2.729162e-01
9.651078e-01	2.633882e+02	3.747764e+02	6.722978e+02	2.729162e-01
9.651078e-01	2.633882e+02	3.747764e+02	1.266108e+03	8.764659e-02
9.651078e-01	2.633882e+02	3.747764e+02	1.266108e+03	2.729162e-01
9.651078e-01	2.633882e+02	1.176028e+02	1.190379e+03	2.812620e-01
9.651078e-01	2.633882e+02	8.061870e+02	1.190379e+03	2.812620e-01
9.651078e-01	2.633882e+02	1.176028e+02	1.001260e+03	2.812620e-01
9.651078e-01	2.633882e+02	1.176028e+02	1.190379e+03	1.226775e-01
9.651078e-01	2.633882e+02	1.176028e+02	1.001260e+03	1.226775e-01
9.651078e-01	2.633882e+02	8.061870e+02	1.190379e+03	1.226775e-01
9.651078e-01	2.633882e+02	8.061870e+02	1.001260e+03	2.812620e-01
9.651078e-01	2.633882e+02	8.061870e+02	1.001260e+03	1.226775e-01
9.651078e-01	2.633882e+02	7.483441e+02	9.906420e+02	2.673789e-01
9.410898e-01	2.610105e+02	3.770864e+01	9.906420e+02	2.673789e-01
9.651078e-01	2.633882e+02	7.483441e+02	7.068628e+02	2.673789e-01
9.651078e-01	2.633882e+02	7.483441e+02	9.906420e+02	4.530415e-01
9.651078e-01	2.633882e+02	7.483441e+02	7.068628e+02	4.530415e-01
9.410898e-01	2.610105e+02	3.770864e+01	9.906420e+02	4.530415e-01
9.410898e-01	2.610105e+02	3.770864e+01	7.068628e+02	2.673789e-01
9.410898e-01	2.610105e+02	3.770864e+01	7.068628e+02	4.530415e-01
9.651078e-01	2.633882e+02	5.991061e+02	1.023506e+03	1.565372e-01
9.651078e-01	2.633882e+02	1.678320e+02	1.023506e+03	1.565372e-01
9.651078e-01	2.633882e+02	5.991061e+02	6.171751e+02	1.565372e-01
9.651078e-01	2.633882e+02	5.991061e+02	1.023506e+03	3.174735e-01
9.651078e-01	2.633882e+02	5.991061e+02	6.171751e+02	3.174735e-01
9.651078e-01	2.633882e+02	1.678320e+02	1.023506e+03	3.174735e-01
9.651078e-01	2.633882e+02	1.678320e+02	6.171751e+02	1.565372e-01
9.651078e-01	2.633882e+02	1.678320e+02	6.171751e+02	3.174735e-01
9.651078e-01	2.633882e+02	2.318344e+02	7.934937e+02	3.958390e-01
9.651078e-01	2.633882e+02	9.297250e+02	7.934937e+02	3.958390e-01
9.651078e-01	2.633882e+02	2.318344e+02	1.161519e+03	3.958390e-01
9.651078e-01	2.633882e+02	2.318344e+02	7.934937e+02	1.980469e-01
9.651078e-01	2.633882e+02	2.318344e+02	1.161519e+03	1.980469e-01
9.651078e-01	2.633882e+02	9.297250e+02	7.934937e+02	1.980469e-01
9.651078e-01	2.633882e+02	9.297250e+02	1.161519e+03	3.958390e-01
9.651078e-01	2.633882e+02	9.297250e+02	1.161519e+03	1.980469e-01
9.651078e-01	2.633882e+02	4.708917e+02	1.341880e+03	1.947664e-01
9.651078e-01	2.633882e+02	4.863542e+02	1.341880e+03	1.947664e-01
9.651078e-01	2.633882e+02	4.708917e+02	1.426093e+03	1.947664e-01
9.651078e-01	2.633882e+02	4.708917e+02	1.341880e+03	5.648231e-02
9.651078e-01	2.633882e+02	4.708917e+02	1.426093e+03	5.648231e-02
9.651078e-01	2.633882e+02	4.863542e+02	1.341880e+03	5.648231e-02
9.651078e-01	2.633882e+02	4.863542e+02	1.426093e+03	1.947664e-01
9.651078e-01	2.633882e+02	4.863542e+02	1.426093e+03	5.648231e-02
9.651078e-01	2.633882e+02	8.518639e+02	6.040557e+02	3.496988e-01
9.651078e-01	2.633882e+02	7.321660e+02	6.040557e+02	3.496988e-01
9.651078e-01	2.633882e+02	8.518639e+02	8.503732e+02	3.496988e-01
9.651078e-01	2.633882e+02	8.518639e+02	6.040557e+02	4.149747e-01
9.651078e-01	2.633882e+02	8.518639e+02	8.503732e+02	4.149747e-01
9.651078e-01	2.633882e+02	7.321660e+02	6.040557e+02	4.149747e-01
9.651078e-01	2.633882e+02	7.321660e+02	8.503732e+02	3.496988e-01
9.651078e-01	2.633882e+02	7.321660e+02	8.503732e+02	4.149747e-01
