nbr_apop	apop_pos	epi_size	cell_definitions/cell_definition/phenotype/mechanics/cell_adhesion_affinities/cell_adhesion_affinity_epi_inter_epi_inter__	[_'_c_e_l_l___r_u_l_e_'_,_ _'_2_'_,_ _'_5_'_]
1.600000e+01	-2.614372e+01	1.542510e+02	9.737789e-01	1.564924e+00
1.500000e+01	-7.666967e-02	1.547953e+02	5.960675e-01	1.564924e+00
1.600000e+01	-2.614372e+01	1.542510e+02	9.737789e-01	1.382599e+00
1.600000e+01	-2.614372e+01	1.542510e+02	9.737789e-01	1.382599e+00
1.500000e+01	-7.666967e-02	1.547953e+02	5.960675e-01	1.564924e+00
1.500000e+01	-7.666967e-02	1.547953e+02	5.960675e-01	1.382599e+00
1.800000e+01	-1.397676e+01	1.522764e+02	9.268699e-01	2.606263e+00
1.900000e+01	-2.943216e+01	1.535260e+02	4.982545e-01	2.606263e+00
1.800000e+01	-1.397676e+01	1.522764e+02	9.268699e-01	5.529362e-01
1.800000e+01	-1.397676e+01	1.522764e+02	9.268699e-01	5.529362e-01
1.900000e+01	-2.943216e+01	1.535260e+02	4.982545e-01	2.606263e+00
1.900000e+01	-2.943216e+01	1.535260e+02	4.982545e-01	5.529362e-01
1.200000e+01	-8.311156e+01	1.599399e+02	2.729446e-01	8.493424e-01
1.300000e+01	1.708290e+00	1.570744e+02	5.059338e-01	8.493424e-01
1.200000e+01	-8.311156e+01	1.599399e+02	2.729446e-01	2.302756e+00
1.200000e+01	-8.311156e+01	1.599399e+02	2.729446e-01	2.302756e+00
1.300000e+01	1.708290e+00	1.570744e+02	5.059338e-01	8.493424e-01
1.300000e+01	1.708290e+00	1.570744e+02	5.059338e-01	2.302756e+00
1.400000e+01	-6.604129e+01	1.587759e+02	2.072161e-01	3.048499e+00
7.000000e+00	-3.254762e+01	1.645460e+02	1.656661e-02	3.048499e+00
1.400000e+01	-6.604129e+01	1.587759e+02	2.072161e-01	1.124265e+00
1.400000e+01	-6.604129e+01	1.587759e+02	2.072161e-01	1.124265e+00
7.000000e+00	-3.254762e+01	1.645460e+02	1.656661e-02	3.048499e+00
7.000000e+00	-3.254762e+01	1.645460e+02	1.656661e-02	1.124265e+00
9.000000e+00	-5.089185e+01	1.551973e+02	6.155543e-01	1.283785e+00
1.400000e+01	-1.009014e+01	1.527529e+02	9.773683e-01	1.283785e+00
9.000000e+00	-5.089185e+01	1.551973e+02	6.155543e-01	3.855021e+00
9.000000e+00	-5.089185e+01	1.551973e+02	6.155543e-01	3.855021e+00
1.400000e+01	-1.009014e+01	1.527529e+02	9.773683e-01	1.283785e+00
1.400000e+01	-1.009014e+01	1.527529e+02	9.773683e-01	3.855021e+00
1.700000e+01	-6.492340e+01	1.557046e+02	6.724456e-01	3.616056e+00
1.700000e+01	-6.615302e+01	1.542330e+02	7.030132e-01	3.616056e+00
1.700000e+01	-6.492340e+01	1.557046e+02	6.724456e-01	3.226099e+00
1.700000e+01	-6.492340e+01	1.557046e+02	6.724456e-01	3.226099e+00
1.700000e+01	-6.615302e+01	1.542330e+02	7.030132e-01	3.616056e+00
1.700000e+01	-6.615302e+01	1.542330e+02	7.030132e-01	3.226099e+00
1.700000e+01	-6.642822e+01	1.606625e+02	1.851744e-02	1.819199e+00
1.300000e+01	-3.407484e+01	1.557771e+02	3.044714e-01	1.819199e+00
1.700000e+01	-6.642822e+01	1.606625e+02	1.851744e-02	1.998656e+00
1.700000e+01	-6.642822e+01	1.606625e+02	1.851744e-02	1.998656e+00
1.300000e+01	-3.407484e+01	1.557771e+02	3.044714e-01	1.819199e+00
1.300000e+01	-3.407484e+01	1.557771e+02	3.044714e-01	1.998656e+00
1.000000e+01	-3.463319e+01	1.540405e+02	4.548054e-01	2.055530e+00
1.400000e+01	5.178134e+01	1.530753e+02	7.823565e-01	2.055530e+00
1.000000e+01	-3.463319e+01	1.540405e+02	4.548054e-01	2.689852e+00
1.000000e+01	-3.463319e+01	1.540405e+02	4.548054e-01	2.689852e+00
1.400000e+01	5.178134e+01	1.530753e+02	7.823565e-01	2.055530e+00
1.400000e+01	5.178134e+01	1.530753e+02	7.823565e-01	2.689852e+00
1.100000e+01	-6.492102e+01	1.544405e+02	8.631408e-01	2.664652e-01
5.000000e+00	-9.156291e+01	1.600772e+02	2.119441e-01	2.664652e-01
1.100000e+01	-6.492102e+01	1.544405e+02	8.631408e-01	4.191212e-01
1.100000e+01	-6.492102e+01	1.544405e+02	8.631408e-01	4.191212e-01
5.000000e+00	-9.156291e+01	1.600772e+02	2.119441e-01	2.664652e-01
5.000000e+00	-9.156291e+01	1.600772e+02	2.119441e-01	4.191212e-01
