nbr_breaks	Group_epib1	Group_epib2	Group_epib2	Group_m2	Group_m2	Group_m1	Group_m3	Group_m3
1.000000e+00	2.955595e-01	9.614075e-01	2.944069e-01	3.113538e-01	3.236876e-01	7.950174e-01	9.249533e-01	7.204700e-01
1.000000e+00	6.810205e-01	5.667816e-01	3.002658e-01	3.113538e-01	3.236876e-01	7.950174e-01	9.249533e-01	7.204700e-01
1.000000e+00	6.810205e-01	9.614075e-01	2.944069e-01	9.669674e-01	1.195969e-01	7.950174e-01	9.249533e-01	7.204700e-01
5.000000e+00	6.810205e-01	9.614075e-01	2.944069e-01	3.113538e-01	3.236876e-01	4.993633e-01	9.249533e-01	7.204700e-01
0.000000e+00	6.810205e-01	9.614075e-01	2.944069e-01	3.113538e-01	3.236876e-01	7.950174e-01	1.354566e-01	6.460162e-01
1.000000e+00	6.810205e-01	9.614075e-01	2.944069e-01	3.113538e-01	3.236876e-01	7.950174e-01	9.249533e-01	7.204700e-01
0.000000e+00	7.699746e-01	3.677029e-02	8.569863e-01	4.477454e-03	5.276396e-01	7.299617e-01	9.775058e-01	4.147467e-03
0.000000e+00	3.787338e-01	3.677029e-02	8.569863e-01	4.477454e-03	5.276396e-01	7.299617e-01	9.775058e-01	4.147467e-03
0.000000e+00	7.699746e-01	4.946211e-01	9.600340e-01	4.477454e-03	5.276396e-01	7.299617e-01	9.775058e-01	4.147467e-03
0.000000e+00	7.699746e-01	3.677029e-02	8.569863e-01	7.553049e-01	6.384428e-01	7.299617e-01	9.775058e-01	4.147467e-03
3.000000e+00	7.699746e-01	3.677029e-02	8.569863e-01	4.477454e-03	5.276396e-01	1.944240e-02	9.775058e-01	4.147467e-03
1.000000e+00	7.699746e-01	3.677029e-02	8.569863e-01	4.477454e-03	5.276396e-01	7.299617e-01	4.951774e-01	4.034792e-01
4.400000e+01	7.699746e-01	4.946211e-01	9.600340e-01	7.553049e-01	6.384428e-01	1.944240e-02	4.951774e-01	4.034792e-01
3.800000e+01	3.787338e-01	3.677029e-02	8.569863e-01	7.553049e-01	6.384428e-01	1.944240e-02	4.951774e-01	4.034792e-01
